created_at,entry_id,MQ7,MQ2,Humidity,Temp,Fire
2024-06-28 08:18:14 UTC,481,706,1237,8.7,109.5,1
2024-06-28 08:18:30 UTC,482,691,1303,8.5,106.7,1
2024-06-28 08:18:45 UTC,483,654,1311,8.4,104.1,1
2024-06-28 08:19:05 UTC,484,699,1301,8.3,100.7,1
2024-06-28 08:19:21 UTC,485,704,1379,9.7,94.8,1
2024-06-28 08:19:38 UTC,486,715,1375,9.6,86.2,1
2024-06-28 08:19:54 UTC,487,642,1313,10.3,78.9,0
2024-06-28 08:20:09 UTC,488,703,1373,11,73.5,0
2024-06-28 08:20:25 UTC,489,624,1280,12,68.4,0
2024-06-28 08:20:42 UTC,490,685,1341,13.6,62.9,0
2024-06-28 08:20:58 UTC,491,698,1381,14.9,59.5,0
2024-06-28 08:21:13 UTC,492,613,1265,16.3,56.6,0
